customer_id,first_name,last_name,gender,age,email,phone,register_datetime,loyalty_points,loyalty_tier,loyalty_value,marketing_opt_in,city,country
CUST100598,Aiden,Ng,Male,67,aiden.ng6566@gmail.com,85989919,2022-01-08 21:00,9511,Platinum,9511,TRUE,Singapore,Singapore
CUST100599,Wei Hao,Lim,Unknown,37,wei-hao.lim7516@outlook.com,84621318,2020-08-02 15:00,5720,Gold,5720,TRUE,Singapore,Singapore
CUST100600,Lucas,Wong,Female,67,lucas.wong7821@yahoo.com,90532434,2023-03-13 12:00,131,Bronze,131,FALSE,Singapore,Singapore
CUST100601,Wei Ling,Foo,Male,66,wei-ling.foo5360@hotmail.com,95536908,2020-06-30 11:00,6601,Platinum,6601,FALSE,Singapore,Singapore
CUST100602,Darren,Chew,Male,70,darren.chew9817@outlook.com,86112436,2019-01-07 15:00,10053,Platinum,10053,TRUE,Singapore,Singapore
CUST100603,Nurul,Foo,Female,48,nurul.foo6910@yahoo.com,83518376,2019-05-23 15:00,4326,Gold,4326,FALSE,Singapore,Singapore
CUST100604,Alex,Goh,Male,54,alex.goh7450@gmail.com,96640471,2024-09-07 21:00,6341,Platinum,6341,FALSE,Singapore,Singapore
CUST100605,Aria,Singh,Male,48,aria.singh5978@gmail.com,89536139,2022-10-04 18:00,8815,Platinum,8815,TRUE,Singapore,Singapore
CUST100606,Aiden,Sharma,Female,47,aiden.sharma7615@hotmail.com,81438623,2023-11-17 13:00,845,Silver,845,FALSE,Singapore,Singapore
CUST100607,Jamie,Liew,Male,36,jamie.liew288@outlook.com,92017531,2023-01-01 17:00,6883,Platinum,6883,TRUE,Singapore,Singapore
CUST100608,Aarav,Lau,Female,35,aarav.lau4000@outlook.com,80319683,2022-11-15 20:00,7554,Platinum,7554,TRUE,Singapore,Singapore
CUST100609,Nurul,Quek,Male,29,nurul.quek1299@outlook.com,87596576,2021-11-18 09:00,11872,Platinum,11872,TRUE,Singapore,Singapore
CUST100610,Emily,Yeo,Female,45,emily.yeo3043@hotmail.com,86962404,2022-01-30 11:00,11336,Platinum,11336,TRUE,Singapore,Singapore
CUST100611,Nathan,Sharma,Female,58,nathan.sharma3627@yahoo.com,87267644,2022-07-27 18:00,1641,Silver,1641,TRUE,Singapore,Singapore
CUST100612,Felicia,Rahman,Female,18,felicia.rahman5238@hotmail.com,91845134,2022-11-05 19:00,5630,Gold,5630,FALSE,Singapore,Singapore
CUST100613,Priya,Lau,Female,40,priya.lau8677@hotmail.com,92360613,2019-12-07 15:00,3450,Gold,3450,TRUE,Singapore,Singapore
CUST100614,Jamie,Koh,Female,49,jamie.koh8808@yahoo.com,96802951,2021-08-19 11:00,6198,Platinum,6198,FALSE,Singapore,Singapore
CUST100615,Zhi Wei,Liew,Male,66,zhi-wei.liew9819@hotmail.com,97666665,2021-06-10 17:00,6901,Platinum,6901,TRUE,Singapore,Singapore
CUST100616,Zhi Wei,Rahman,Female,36,zhi-wei.rahman2911@outlook.com,90876605,2024-01-15 15:00,2621,Gold,2621,FALSE,Singapore,Singapore
CUST100617,Hannah,Yeo,Female,57,hannah.yeo9990@gmail.com,99325403,2021-07-07 20:00,2320,Gold,2320,TRUE,Singapore,Singapore
CUST100618,Felicia,Liew,Female,30,felicia.liew6047@yahoo.com,84711005,2020-10-23 16:00,7550,Platinum,7550,TRUE,Singapore,Singapore
CUST100619,Aria,Chan,Female,47,aria.chan1822@hotmail.com,82707645,2024-08-10 16:00,10558,Platinum,10558,FALSE,Singapore,Singapore
CUST100620,Zara,Quek,Unknown,63,zara.quek9945@gmail.com,94723873,2025-01-09 20:00,2032,Gold,2032,FALSE,Singapore,Singapore
CUST100621,Aria,Quek,Female,24,aria.quek9500@gmail.com,83612423,2020-08-20 20:00,4350,Gold,4350,TRUE,Singapore,Singapore
CUST100622,Caleb,Chan,Female,39,caleb.chan7286@hotmail.com,96557122,2022-04-24 14:00,11341,Platinum,11341,TRUE,Singapore,Singapore
CUST100623,Amir,Koh,Unknown,28,amir.koh4993@outlook.com,96181682,2025-05-14 12:00,10435,Platinum,10435,TRUE,Singapore,Singapore
CUST100624,Ethan,Ong,Male,55,ethan.ong5967@outlook.com,96131833,2019-02-19 16:00,4300,Gold,4300,TRUE,Singapore,Singapore
CUST100625,Sarah,Rahman,Male,42,sarah.rahman1061@hotmail.com,83227763,2019-02-28 16:00,11006,Platinum,11006,TRUE,Singapore,Singapore
CUST100626,Alex,Yap,Female,68,alex.yap3319@hotmail.com,83030557,2024-11-16 10:00,3791,Gold,3791,FALSE,Singapore,Singapore
CUST100627,Shawn,Kumar,Female,33,shawn.kumar2994@yahoo.com,86406501,2021-09-29 10:00,4245,Gold,4245,FALSE,Singapore,Singapore
CUST100628,Jun Jie,Singh,Male,31,jun-jie.singh9596@outlook.com,90807044,2021-07-21 16:00,4046,Gold,4046,TRUE,Singapore,Singapore
CUST100629,Ethan,Sharma,Female,54,ethan.sharma7042@gmail.com,97186407,2019-02-09 18:00,9580,Platinum,9580,TRUE,Singapore,Singapore
CUST100630,Noah,Teo,Female,50,noah.teo4910@hotmail.com,83656171,2022-03-08 09:00,10622,Platinum,10622,TRUE,Singapore,Singapore
CUST100631,Aiden,Rahman,Female,29,aiden.rahman4992@gmail.com,93681123,2019-09-26 13:00,7128,Platinum,7128,TRUE,Singapore,Singapore
CUST100632,Sarah,Rahman,Male,37,sarah.rahman2533@hotmail.com,81311635,2021-05-11 16:00,9405,Platinum,9405,TRUE,Singapore,Singapore
CUST100633,Hannah,Yap,Male,34,hannah.yap6076@yahoo.com,93374434,2024-04-17 21:00,5024,Gold,5024,FALSE,Singapore,Singapore
CUST100634,Shawn,Quek,Male,69,shawn.quek4493@gmail.com,82723373,2020-07-27 17:00,7535,Platinum,7535,FALSE,Singapore,Singapore
CUST100635,Ethan,Sharma,Female,35,ethan.sharma3984@yahoo.com,97959973,2020-03-13 20:00,1269,Silver,1269,TRUE,Singapore,Singapore
CUST100636,Isabella,Sharma,Female,21,isabella.sharma5615@hotmail.com,94248097,2020-02-20 11:00,969,Silver,969,FALSE,Singapore,Singapore
CUST100637,Nurul,Ong,Male,23,nurul.ong5372@hotmail.com,96178679,2023-12-01 14:00,4067,Gold,4067,FALSE,Singapore,Singapore
CUST100638,Aria,Yap,Female,29,aria.yap3731@outlook.com,93672701,2022-08-08 15:00,7723,Platinum,7723,TRUE,Singapore,Singapore
CUST100639,Caleb,Lim,Female,21,caleb.lim266@outlook.com,89835230,2024-09-29 10:00,6169,Platinum,6169,TRUE,Singapore,Singapore
CUST100640,Hui Min,Liew,Male,50,hui-min.liew7676@yahoo.com,87424876,2019-12-26 10:00,9453,Platinum,9453,TRUE,Singapore,Singapore
CUST100641,Wei Hao,Kumar,Female,62,wei-hao.kumar6578@hotmail.com,86303185,2023-11-07 21:00,401,Bronze,401,TRUE,Singapore,Singapore
CUST100642,Nathan,Lau,Female,67,nathan.lau9452@yahoo.com,87210687,2025-06-10 17:00,5860,Gold,5860,TRUE,Singapore,Singapore
CUST100643,Zara,Teo,Female,32,zara.teo4964@yahoo.com,99297089,2021-05-05 10:00,3354,Gold,3354,FALSE,Singapore,Singapore
CUST100644,Felicia,Tan,Male,65,felicia.tan807@outlook.com,93238019,2021-05-04 20:00,6282,Platinum,6282,TRUE,Singapore,Singapore
CUST100645,Maya,Yeo,Male,49,maya.yeo6802@yahoo.com,89732140,2023-01-07 21:00,5241,Gold,5241,TRUE,Singapore,Singapore
CUST100646,Wei Ling,Chew,Male,37,wei-ling.chew4927@yahoo.com,86880978,2019-09-25 09:00,7163,Platinum,7163,TRUE,Singapore,Singapore
CUST100647,Lucas,Goh,Female,26,lucas.goh2298@outlook.com,80886341,2024-10-25 11:00,2601,Gold,2601,TRUE,Singapore,Singapore
CUST100648,Sarah,Wong,Female,69,sarah.wong1793@yahoo.com,84369237,2021-01-13 14:00,6031,Platinum,6031,TRUE,Singapore,Singapore
CUST100649,Emily,Lim,Female,27,emily.lim8839@outlook.com,81080914,2023-07-28 15:00,811,Silver,811,FALSE,Singapore,Singapore
CUST100650,Aria,Wong,Female,69,aria.wong7803@outlook.com,91636747,2019-01-03 18:00,5152,Gold,5152,TRUE,Singapore,Singapore
CUST100651,Chloe,Singh,Male,27,chloe.singh1347@gmail.com,92622737,2021-07-12 16:00,10850,Platinum,10850,TRUE,Singapore,Singapore
CUST100652,Sarah,Singh,Female,35,sarah.singh6915@hotmail.com,85909301,2020-06-23 11:00,5423,Gold,5423,TRUE,Singapore,Singapore
CUST100653,Kai,Chan,Male,38,kai.chan7878@outlook.com,91894942,2019-02-17 16:00,9423,Platinum,9423,TRUE,Singapore,Singapore
CUST100654,Isabella,Lau,Female,39,isabella.lau4183@hotmail.com,97408727,2022-10-13 15:00,3102,Gold,3102,TRUE,Singapore,Singapore
CUST100655,Jun Jie,Ng,Male,47,jun-jie.ng9019@hotmail.com,88349085,2020-03-31 15:00,2020,Gold,2020,FALSE,Singapore,Singapore
CUST100656,Aiden,Yeo,Male,61,aiden.yeo3256@hotmail.com,85505569,2021-06-27 11:00,323,Bronze,323,TRUE,Singapore,Singapore
CUST100657,Wei Ling,Ho,Male,58,wei-ling.ho2492@outlook.com,82992998,2021-07-15 16:00,11782,Platinum,11782,TRUE,Singapore,Singapore
CUST100658,Nurul,Tan,Male,63,nurul.tan5106@yahoo.com,80418789,2025-03-26 12:00,10996,Platinum,10996,TRUE,Singapore,Singapore
CUST100659,Maya,Lau,Male,55,maya.lau5742@gmail.com,89281791,2021-03-03 16:00,4122,Gold,4122,TRUE,Singapore,Singapore
CUST100660,Isabella,Teo,Male,25,isabella.teo8590@gmail.com,92485618,2024-11-02 21:00,5148,Gold,5148,FALSE,Singapore,Singapore
CUST100661,Wei Hao,Chua,Unknown,20,wei-hao.chua1849@outlook.com,95867721,2023-04-12 20:00,4235,Gold,4235,TRUE,Singapore,Singapore
CUST100662,Darren,Chan,Female,60,darren.chan7086@outlook.com,86827225,2024-07-18 15:00,11544,Platinum,11544,TRUE,Singapore,Singapore
CUST100663,Sofia,Chew,Male,24,sofia.chew9598@outlook.com,85617758,2024-06-11 15:00,4027,Gold,4027,TRUE,Singapore,Singapore
CUST100664,Felicia,Lim,Female,55,felicia.lim1556@gmail.com,83694373,2020-02-08 21:00,9481,Platinum,9481,TRUE,Singapore,Singapore
CUST100665,Nathan,Ong,Female,20,nathan.ong7075@gmail.com,85090987,2023-06-22 13:00,10341,Platinum,10341,TRUE,Singapore,Singapore
CUST100666,Jocelyn,Chew,Unknown,33,jocelyn.chew784@hotmail.com,96671586,2022-02-07 20:00,7357,Platinum,7357,TRUE,Singapore,Singapore
CUST100667,Jocelyn,Goh,Female,23,jocelyn.goh8819@yahoo.com,98176341,2022-09-29 15:00,5813,Gold,5813,TRUE,Singapore,Singapore
CUST100668,Caleb,Chew,Male,46,caleb.chew2762@hotmail.com,81597575,2023-01-20 15:00,2658,Gold,2658,TRUE,Singapore,Singapore
CUST100669,Zara,Yeo,Male,63,zara.yeo6630@hotmail.com,87539198,2025-09-15 21:00,10915,Platinum,10915,TRUE,Singapore,Singapore
CUST100670,Priya,Teo,Unknown,46,priya.teo8979@yahoo.com,90262848,2019-06-17 11:00,4078,Gold,4078,TRUE,Singapore,Singapore
CUST100671,Lucas,Tan,Female,48,lucas.tan9115@yahoo.com,91535932,2023-12-03 21:00,6841,Platinum,6841,FALSE,Singapore,Singapore
CUST100672,Sofia,Quek,Male,33,sofia.quek5851@gmail.com,83877509,2022-08-04 17:00,8903,Platinum,8903,TRUE,Singapore,Singapore
CUST100673,Harini,Ng,Female,56,harini.ng5708@yahoo.com,92844509,2021-07-22 09:00,11848,Platinum,11848,TRUE,Singapore,Singapore
CUST100674,Shawn,Chew,Female,63,shawn.chew5807@gmail.com,95977479,2020-08-28 15:00,1094,Silver,1094,TRUE,Singapore,Singapore
CUST100675,Aria,Koh,Female,61,aria.koh3811@outlook.com,87958907,2022-06-01 18:00,5465,Gold,5465,TRUE,Singapore,Singapore
CUST100676,Zara,Sharma,Male,44,zara.sharma4077@yahoo.com,80973047,2020-10-22 19:00,3238,Gold,3238,TRUE,Singapore,Singapore
CUST100677,Hannah,Foo,Female,26,hannah.foo1571@hotmail.com,91420223,2022-11-07 19:00,3048,Gold,3048,TRUE,Singapore,Singapore
CUST100678,Wei Hao,Kumar,Female,51,wei-hao.kumar9932@gmail.com,86009033,2021-11-21 21:00,384,Bronze,384,FALSE,Singapore,Singapore
CUST100679,Darren,Lee,Unknown,30,darren.lee8769@yahoo.com,90613148,2024-08-02 21:00,3028,Gold,3028,TRUE,Singapore,Singapore
CUST100680,Aarav,Kumar,Male,20,aarav.kumar5107@hotmail.com,83159469,2025-01-10 14:00,2020,Gold,2020,FALSE,Singapore,Singapore
CUST100681,Felicia,Kumar,Unknown,60,felicia.kumar5544@yahoo.com,91947009,2025-03-21 16:00,1122,Silver,1122,FALSE,Singapore,Singapore
CUST100682,Wei Ling,Singh,Male,59,wei-ling.singh9225@outlook.com,82172643,2022-08-05 16:00,8689,Platinum,8689,TRUE,Singapore,Singapore
CUST100683,Wei Ling,Teo,Female,57,wei-ling.teo8153@hotmail.com,85093595,2023-05-12 19:00,5061,Gold,5061,TRUE,Singapore,Singapore
CUST100684,Shawn,Liew,Male,37,shawn.liew5764@gmail.com,97513690,2023-04-26 11:00,3134,Gold,3134,FALSE,Singapore,Singapore
CUST100685,Harini,Lee,Female,49,harini.lee256@gmail.com,92690288,2021-04-26 11:00,9407,Platinum,9407,FALSE,Singapore,Singapore
CUST100686,Chloe,Chew,Female,43,chloe.chew2322@yahoo.com,98458628,2019-07-03 20:00,2604,Gold,2604,FALSE,Singapore,Singapore
CUST100687,Hannah,Phua,Male,70,hannah.phua4557@yahoo.com,92060716,2023-08-22 10:00,6228,Platinum,6228,TRUE,Singapore,Singapore
CUST100688,Hui Min,Goh,Female,49,hui-min.goh8798@hotmail.com,89269352,2019-09-30 18:00,3054,Gold,3054,TRUE,Singapore,Singapore
CUST100689,Hui Min,Foo,Female,30,hui-min.foo8159@yahoo.com,85041030,2019-12-21 20:00,9139,Platinum,9139,FALSE,Singapore,Singapore
CUST100690,Lucas,Quek,Female,46,lucas.quek9782@gmail.com,87700182,2020-08-07 11:00,7292,Platinum,7292,TRUE,Singapore,Singapore
CUST100691,Olivia,Lau,Male,42,olivia.lau8284@gmail.com,81164802,2020-09-19 17:00,4830,Gold,4830,TRUE,Singapore,Singapore
CUST100692,Maya,Wong,Female,38,maya.wong1068@outlook.com,86193112,2019-08-21 15:00,1874,Silver,1874,TRUE,Singapore,Singapore
CUST100693,Shawn,Foo,Female,25,shawn.foo577@gmail.com,86996264,2021-07-08 20:00,10343,Platinum,10343,TRUE,Singapore,Singapore
CUST100694,Caleb,Sharma,Male,58,caleb.sharma2510@outlook.com,92279321,2024-02-07 20:00,7900,Platinum,7900,TRUE,Singapore,Singapore
CUST100695,Nurul,Wong,Male,44,nurul.wong6591@yahoo.com,92484494,2025-01-26 14:00,3768,Gold,3768,TRUE,Singapore,Singapore
CUST100696,Zhi Wei,Wong,Female,31,zhi-wei.wong3129@yahoo.com,99574621,2021-10-04 10:00,3604,Gold,3604,TRUE,Singapore,Singapore
CUST100697,Aria,Koh,Female,67,aria.koh3268@yahoo.com,95135146,2023-08-16 15:00,883,Silver,883,TRUE,Singapore,Singapore
CUST100698,Noah,Chua,Unknown,61,noah.chua6585@yahoo.com,84481939,2025-04-26 18:00,2603,Gold,2603,TRUE,Singapore,Singapore
CUST100699,Kai,Ho,Male,22,kai.ho143@gmail.com,98392128,2019-12-18 14:00,401,Bronze,401,TRUE,Singapore,Singapore
CUST100700,Harini,Ong,Female,46,harini.ong2871@hotmail.com,91591456,2024-04-29 11:00,5597,Gold,5597,TRUE,Singapore,Singapore
CUST100701,Emily,Phua,Unknown,62,emily.phua2403@outlook.com,87133106,2021-10-18 14:00,1907,Silver,1907,FALSE,Singapore,Singapore
CUST100702,Noah,Kumar,Female,49,noah.kumar5567@gmail.com,90133197,2025-05-10 19:00,5683,Gold,5683,TRUE,Singapore,Singapore
CUST100703,Harini,Koh,Female,68,harini.koh9877@outlook.com,86593259,2019-12-07 09:00,5861,Gold,5861,TRUE,Singapore,Singapore
CUST100704,Maya,Lim,Female,62,maya.lim7356@outlook.com,90774051,2022-06-09 18:00,4360,Gold,4360,TRUE,Singapore,Singapore
CUST100705,Jamie,Koh,Male,48,jamie.koh590@hotmail.com,93887439,2023-04-06 20:00,6413,Platinum,6413,TRUE,Singapore,Singapore
CUST100706,Olivia,Rahman,Male,23,olivia.rahman1390@hotmail.com,80172105,2024-01-17 12:00,11056,Platinum,11056,FALSE,Singapore,Singapore
CUST100707,Zara,Tan,Female,65,zara.tan1154@yahoo.com,96366019,2022-10-29 10:00,10166,Platinum,10166,TRUE,Singapore,Singapore
CUST100708,Priya,Tan,Male,61,priya.tan820@gmail.com,93541961,2021-08-12 13:00,3494,Gold,3494,FALSE,Singapore,Singapore
CUST100709,Shawn,Kumar,Male,18,shawn.kumar3240@hotmail.com,88511718,2019-11-22 21:00,2931,Gold,2931,FALSE,Singapore,Singapore
CUST100710,Maya,Foo,Female,55,maya.foo6755@hotmail.com,84875692,2022-04-30 21:00,9905,Platinum,9905,TRUE,Singapore,Singapore
CUST100711,Shawn,Lee,Female,64,shawn.lee7047@gmail.com,90705936,2019-09-05 19:00,10205,Platinum,10205,FALSE,Singapore,Singapore
CUST100712,Sofia,Yap,Female,46,sofia.yap6070@outlook.com,97391503,2023-01-06 16:00,7921,Platinum,7921,FALSE,Singapore,Singapore
CUST100713,Harini,Foo,Male,47,harini.foo2328@outlook.com,99873813,2024-01-27 15:00,2551,Gold,2551,FALSE,Singapore,Singapore
CUST100714,Noah,Wong,Female,29,noah.wong269@outlook.com,91303395,2021-06-07 12:00,1603,Silver,1603,TRUE,Singapore,Singapore
CUST100715,Caleb,Quek,Male,28,caleb.quek980@hotmail.com,80342298,2024-06-19 15:00,10958,Platinum,10958,TRUE,Singapore,Singapore
CUST100716,Nurul,Lau,Male,58,nurul.lau7029@gmail.com,85336154,2022-06-26 09:00,11257,Platinum,11257,TRUE,Singapore,Singapore
CUST100717,Hannah,Chan,Male,38,hannah.chan7802@hotmail.com,95311369,2021-08-14 12:00,5170,Gold,5170,TRUE,Singapore,Singapore
CUST100718,Lucas,Chan,Female,48,lucas.chan8372@gmail.com,97604689,2019-03-21 13:00,5185,Gold,5185,TRUE,Singapore,Singapore
CUST100719,Felicia,Yeo,Female,35,felicia.yeo968@outlook.com,82036579,2020-08-09 16:00,6010,Platinum,6010,FALSE,Singapore,Singapore
CUST100720,Olivia,Lau,Male,56,olivia.lau993@yahoo.com,92378222,2020-05-08 09:00,4893,Gold,4893,TRUE,Singapore,Singapore
CUST100721,Hannah,Lee,Male,67,hannah.lee6260@yahoo.com,97122741,2020-08-27 11:00,7368,Platinum,7368,TRUE,Singapore,Singapore
CUST100722,Jamie,Ng,Male,38,jamie.ng6043@yahoo.com,98304316,2025-03-13 21:00,7866,Platinum,7866,TRUE,Singapore,Singapore
CUST100723,Amir,Teo,Female,54,amir.teo916@yahoo.com,90015927,2019-06-11 14:00,8433,Platinum,8433,TRUE,Singapore,Singapore
CUST100724,Hannah,Teo,Female,49,hannah.teo1019@outlook.com,96502178,2023-06-29 12:00,8981,Platinum,8981,TRUE,Singapore,Singapore
CUST100725,Jamie,Lim,Female,62,jamie.lim695@gmail.com,87991336,2021-07-12 15:00,7892,Platinum,7892,TRUE,Singapore,Singapore
CUST100726,Amir,Rahman,Male,63,amir.rahman1114@gmail.com,85250753,2023-08-27 11:00,9061,Platinum,9061,TRUE,Singapore,Singapore
CUST100727,Aarav,Liew,Male,58,aarav.liew9114@hotmail.com,91263321,2022-02-26 13:00,4402,Gold,4402,TRUE,Singapore,Singapore
CUST100728,Aria,Sharma,Unknown,60,aria.sharma3353@yahoo.com,80878257,2024-09-27 20:00,6696,Platinum,6696,TRUE,Singapore,Singapore
CUST100729,Nurul,Chew,Male,59,nurul.chew4135@yahoo.com,83213477,2021-07-30 16:00,9337,Platinum,9337,FALSE,Singapore,Singapore
CUST100730,Maya,Rahman,Female,56,maya.rahman4072@gmail.com,88868993,2022-03-14 15:00,10978,Platinum,10978,FALSE,Singapore,Singapore
CUST100731,Maya,Ng,Male,31,maya.ng6109@gmail.com,94078329,2021-02-20 21:00,6983,Platinum,6983,FALSE,Singapore,Singapore
CUST100732,Hui Min,Lau,Female,61,hui-min.lau2861@gmail.com,80285527,2019-05-05 16:00,7857,Platinum,7857,TRUE,Singapore,Singapore
CUST100733,Aarav,Yeo,Male,61,aarav.yeo609@outlook.com,98495007,2023-03-26 13:00,539,Silver,539,TRUE,Singapore,Singapore
CUST100734,Emily,Yeo,Female,19,emily.yeo3848@outlook.com,89058577,2022-01-18 20:00,3131,Gold,3131,FALSE,Singapore,Singapore
CUST100735,Shawn,Koh,Male,56,shawn.koh7742@yahoo.com,96351731,2023-02-13 15:00,7525,Platinum,7525,TRUE,Singapore,Singapore
CUST100736,Jocelyn,Koh,Male,61,jocelyn.koh8885@outlook.com,99021964,2024-07-18 17:00,11120,Platinum,11120,FALSE,Singapore,Singapore
CUST100737,Maya,Lim,Male,58,maya.lim5598@yahoo.com,89783889,2020-08-17 17:00,9860,Platinum,9860,TRUE,Singapore,Singapore
CUST100738,Wei Ling,Ong,Male,53,wei-ling.ong5487@outlook.com,83839582,2020-11-05 14:00,3765,Gold,3765,FALSE,Singapore,Singapore
CUST100739,Wei Ling,Chan,Female,47,wei-ling.chan3086@gmail.com,84963732,2020-09-29 19:00,11419,Platinum,11419,TRUE,Singapore,Singapore
CUST100740,Olivia,Tan,Male,36,olivia.tan3043@gmail.com,82943463,2020-05-10 15:00,3442,Gold,3442,TRUE,Singapore,Singapore
CUST100741,Nurul,Quek,Female,48,nurul.quek8051@gmail.com,93078350,2025-08-27 20:00,736,Silver,736,TRUE,Singapore,Singapore
CUST100742,Jocelyn,Ho,Female,19,jocelyn.ho7987@gmail.com,92028603,2023-04-06 14:00,683,Silver,683,TRUE,Singapore,Singapore
CUST100743,Emily,Lim,Male,53,emily.lim6728@gmail.com,86560501,2024-01-23 13:00,3598,Gold,3598,TRUE,Singapore,Singapore
CUST100744,Felicia,Liew,Female,21,felicia.liew1928@outlook.com,89212311,2021-11-03 10:00,9645,Platinum,9645,TRUE,Singapore,Singapore
CUST100745,Caleb,Chan,Male,67,caleb.chan719@hotmail.com,82854789,2020-12-24 10:00,6222,Platinum,6222,TRUE,Singapore,Singapore
CUST100746,Jun Jie,Wong,Female,56,jun-jie.wong7178@outlook.com,97478354,2025-04-24 09:00,437,Bronze,437,TRUE,Singapore,Singapore
CUST100747,Ryan,Lee,Male,34,ryan.lee6576@yahoo.com,81156493,2023-01-04 13:00,7826,Platinum,7826,TRUE,Singapore,Singapore
CUST100748,Noah,Ong,Male,53,noah.ong3317@yahoo.com,91700716,2019-06-12 18:00,3855,Gold,3855,TRUE,Singapore,Singapore
CUST100749,Nurul,Wong,Male,33,nurul.wong3092@outlook.com,94036581,2024-05-21 11:00,3548,Gold,3548,FALSE,Singapore,Singapore
CUST100750,Aarav,Lee,Female,22,aarav.lee4048@outlook.com,99847033,2025-05-07 12:00,2748,Gold,2748,TRUE,Singapore,Singapore
CUST100751,Darren,Foo,Male,32,darren.foo8349@outlook.com,82540545,2020-06-05 20:00,7903,Platinum,7903,FALSE,Singapore,Singapore
CUST100752,Aarav,Lau,Male,35,aarav.lau7611@hotmail.com,98698447,2023-05-30 20:00,4651,Gold,4651,TRUE,Singapore,Singapore
CUST100753,Jun Jie,Rahman,Male,62,jun-jie.rahman8729@gmail.com,96985293,2024-06-28 12:00,5660,Gold,5660,TRUE,Singapore,Singapore
CUST100754,Jocelyn,Koh,Male,39,jocelyn.koh6743@hotmail.com,95616786,2024-10-21 12:00,11127,Platinum,11127,TRUE,Singapore,Singapore
CUST100755,Darren,Phua,Female,38,darren.phua9532@yahoo.com,87862781,2021-04-17 19:00,7630,Platinum,7630,FALSE,Singapore,Singapore
CUST100756,Darren,Chan,Male,63,darren.chan7522@hotmail.com,82013530,2022-01-13 21:00,9359,Platinum,9359,FALSE,Singapore,Singapore
CUST100757,Caleb,Kumar,Female,53,caleb.kumar8375@outlook.com,82964143,2025-07-18 11:00,4589,Gold,4589,TRUE,Singapore,Singapore
CUST100758,Darren,Lim,Male,22,darren.lim8987@hotmail.com,87962850,2022-02-10 14:00,1810,Silver,1810,FALSE,Singapore,Singapore
CUST100759,Isabella,Koh,Male,32,isabella.koh9891@hotmail.com,98153288,2021-06-21 12:00,10180,Platinum,10180,TRUE,Singapore,Singapore
CUST100760,Jamie,Goh,Male,65,jamie.goh2041@gmail.com,88241121,2022-01-09 12:00,8016,Platinum,8016,TRUE,Singapore,Singapore
CUST100761,Ryan,Ong,Female,42,ryan.ong3805@gmail.com,84418870,2024-01-02 21:00,3546,Gold,3546,TRUE,Singapore,Singapore
CUST100762,Caleb,Quek,Female,51,caleb.quek340@outlook.com,98637663,2022-11-03 21:00,5326,Gold,5326,TRUE,Singapore,Singapore
CUST100763,Ethan,Teo,Male,35,ethan.teo4763@yahoo.com,96409264,2021-10-15 21:00,11763,Platinum,11763,TRUE,Singapore,Singapore
CUST100764,Jocelyn,Chew,Male,49,jocelyn.chew7297@outlook.com,84329212,2023-11-23 18:00,11914,Platinum,11914,TRUE,Singapore,Singapore
CUST100765,Sarah,Yeo,Female,42,sarah.yeo3746@gmail.com,80600942,2023-02-02 15:00,836,Silver,836,TRUE,Singapore,Singapore
CUST100766,Noah,Chan,Male,28,noah.chan3799@gmail.com,85788724,2024-11-02 15:00,1144,Silver,1144,FALSE,Singapore,Singapore
CUST100767,Lucas,Tan,Female,30,lucas.tan1664@hotmail.com,85753151,2019-11-12 21:00,1153,Silver,1153,TRUE,Singapore,Singapore
CUST100768,Maya,Chua,Female,19,maya.chua932@outlook.com,81482637,2024-08-13 16:00,8315,Platinum,8315,TRUE,Singapore,Singapore
CUST100769,Noah,Phua,Male,33,noah.phua9929@gmail.com,89125475,2020-10-25 20:00,10537,Platinum,10537,TRUE,Singapore,Singapore
CUST100770,Sarah,Kumar,Unknown,51,sarah.kumar9462@outlook.com,95454825,2022-12-20 14:00,9970,Platinum,9970,FALSE,Singapore,Singapore
CUST100771,Hui Min,Sharma,Female,42,hui-min.sharma6122@gmail.com,94727745,2023-03-20 21:00,4957,Gold,4957,FALSE,Singapore,Singapore
CUST100772,Nurul,Foo,Male,19,nurul.foo4144@outlook.com,94484409,2021-07-19 19:00,7243,Platinum,7243,FALSE,Singapore,Singapore
CUST100773,Amir,Chew,Male,47,amir.chew7101@gmail.com,93549843,2023-05-03 12:00,10755,Platinum,10755,TRUE,Singapore,Singapore
CUST100774,Aiden,Goh,Male,24,aiden.goh9202@hotmail.com,80250474,2020-08-20 18:00,11700,Platinum,11700,TRUE,Singapore,Singapore
CUST100775,Darren,Lim,Female,55,darren.lim7988@outlook.com,86575918,2020-05-20 14:00,7232,Platinum,7232,TRUE,Singapore,Singapore
CUST100776,Aria,Yap,Female,35,aria.yap3217@gmail.com,92200141,2020-08-12 21:00,2379,Gold,2379,FALSE,Singapore,Singapore
CUST100777,Aarav,Quek,Female,34,aarav.quek1086@yahoo.com,82404994,2021-05-12 10:00,59,Bronze,59,TRUE,Singapore,Singapore
CUST100778,Wei Hao,Sharma,Female,41,wei-hao.sharma9455@hotmail.com,95685687,2024-04-04 12:00,4278,Gold,4278,TRUE,Singapore,Singapore
CUST100779,Jamie,Quek,Female,39,jamie.quek8174@outlook.com,89381127,2024-09-15 12:00,4974,Gold,4974,TRUE,Singapore,Singapore
